Customer ID,Segment
WQ052828,Kitchen
TV075977,Home
JQ000431,Baking
BD074505,Home
KA066426,Snacks
EL072097,Seafood
PS010060,Condiments
KF007013,Breakfast
CI029431,Fitness
GL001659,Electronics
GE099058,Snacks
SE071898,Snacks
QP011273,Condiments
QZ098914,Dried Fruits
NL063938,Automotive
YD055268,Frozen Foods
AZ097587,Dairy
RG074102,Fitness
AM087505,Prepared Meals
VO050040,Home
GQ074380,Automotive
HU066299,Music
VQ077263,Pets
ZR069261,Health
OF087559,Snacks
CX034161,Bicycles
TV097382,Outdoor
MM027639,Snacks
AC032117,Fitness
UD042022,Canned Goods
UD042022,Clothing
QJ086664,Snacks
BS091864,Meat
PS058519,Snacks
SC091752,Snacks
KM028653,Home
SO014368,Accessories
QZ098914,Garden
YL039169,Garden
LH043536,Pets
DF037287,Electronics
HY047879,Seafood
ZZ015342,Condiments
BH051558,Toys
RU014698,Frozen Meals
ZJ097568,Frozen
WD060968,Kitchen
EE025228,Unknown
PC066841,Health
WI001306,Accessories
MQ028717,Household
KI039617,Outdoor
LE047809,Outdoor
SL056460,Clothing
IM018779,Beverages
XQ042731,Breakfast
PI013145,Pets
YY017812,Home
DE053807,Produce
KI039617,Electronics
HU066299,Home
OS018365,Kitchen
KF007013,Home
BB034030,Prepared Foods
VN077787,Outdoor
WJ002428,Outerwear
AK047185,Frozen Foods
IT060395,Snacks
YR051031,Seafood
NT059759,Dairy
DT034609,Breakfast
FL017847,Unknown
EG051605,Accessories
PD029610,Snacks
YR000590,Pets
MX029359,Snacks
SY098673,Kitchen
YO052337,Snacks
AG018641,Kitchen
PM034573,Health
WU037718,Kitchen
ES011889,Prepared Foods
TS016028,Smart Home
XT059837,Salads
YB068814,Grains
CS060883,Seafood
JY078378,Toys
OF068322,Tops
TA007457,Meat
NL063938,Kitchen
VB070907,Household
FR010822,Prepared Foods
NS050281,Snacks
LJ099998,Accessories
CX029462,Home
TV075977,Snacks
TI096309,Soups
VZ013231,Pets
RJ028775,Condiments
OC007575,Bicycles
IU068896,Computers
MC053747,Produce
VQ012259,Home
ME069506,Snacks
FB017220,Audio
PV023147,Electronics
RV066355,Office
OC000381,Music
VQ077263,Garden
ZO077373,Condiments
UD042022,Home
OS093484,Electronics
MS069774,Electronics
IN017659,Kitchen
BB034030,Home
DG015801,Beauty
AZ010927,Garden
DI067107,Activewear
AS023969,Kitchen
XS071006,Kitchen
CS060883,Photography
FB057385,Frozen Food
IS067894,Health/Protein
ZV019823,Beverages
FQ085678,Beverages
JC064172,Condiments
RL033705,Produce
IP099218,Condiments
GL049016,Home
VH053108,Tools
ZU048884,Home
SE071898,Breakfast
VN053462,Soups
BE030274,Outdoor
CN044542,Gaming
EC023699,Kitchen
PS058519,Tops
DL069151,Pets
JX035609,Condiments
CS060883,Prepared Foods
QZ098914,Breakfast
NS069640,Kitchen
IR004773,Art Supplies
GI077536,Electronics
RX020470,Snacks
DF037287,Home
RH091056,Home
VH082132,Outdoor
WW058734,Meat
WW058734,Confectionery
WC070179,Dressings
LO028977,Kitchen
VN096733,Kitchen
AS095657,Electronics
RU014698,Grains
SV087663,Nuts
KA066426,Condiments
DB069706,Beauty
LQ014108,Condiments
CI029431,Canned Goods
JQ000431,Bakery
KI071073,Condiments
RV066355,Beverages
EE025228,Garden
HB010382,Snacks
LR047669,Snacks
RG061998,Fitness
HL006234,Vegetables
XF023093,Dairy
LT061731,Frozen Desserts
MX029359,Accessories
EH003110,Outdoor
UM003359,Art Supplies
NL063938,Condiments
CJ007867,Outdoor
GV013637,Frozen Fruits
EA084656,Unknown
FQ085678,Dairy
IZ050669,Canned Goods
SZ015455,Kitchen
VB070907,Condiments
FQ076657,Condiments
NT059759,Snacks
XX025759,Home
CN044542,Breakfast
NO061115,Outdoor
XT003630,Frozen Vegetables
IU068896,Baking
RK023565,Canned Goods
NT059759,Kitchen
DF076925,Loungewear
BS041004,Health
CM032751,Dairy
OX028733,Kitchen
LR010971,Beverages
XW065274,Home
FA035790,Toys
NS050281,Outdoor
LJ099998,Condiments
AM087505,Crafts
HH019414,Baking
DS078483,Electronics
WG067728,Home
MJ019298,Pets
LC070027,Meat
VH053108,Frozen Food
WZ006306,Electronics
OI064452,Kitchen
WJ002428,Seafood
EQ091946,Frozen Foods
IL085160,Home
IK020923,Home
AP000049,Breakfast
OC000381,Vegetables
YK006641,Fitness
WM098875,Cooking Oil
BE030274,Frozen
DB069706,Home
ZX011281,Bottoms
SQ012620,Condiments
KF020921,Kitchen
QP039114,Toys
XS071006,Pets
MG062062,Kitchen
RU058520,Pets
ON036523,Dried Fruits
FQ085678,Unknown
AM087505,Kitchen
SC091752,Home
FB057385,Prepared Meals
YC016347,Kitchen
RK023565,Health
MC053747,Toys
BS091864,Unknown
QT054547,Garden
AR080205,Dairy
IG071259,Home Security
AP000049,Health
ON048367,Grains
VQ012259,Outdoor
TS016028,Sauces
QZ098914,Kitchen
XQ042731,Health
QP099191,Fitness
OH046670,Dairy
BJ071974,Kitchen
NI003473,Oils
AX035056,Electronics
HL006234,Home
ZD091276,Footwear
DG084549,Grains
AK047185,Safety
UF084710,Breakfast
MJ019298,Fitness
QA056461,Fitness
IE078913,Garden
BW040945,Outdoor
ZJ097568,Automotive
IW074591,Bakery
IB052398,Fitness
EC073665,Tools
UF054954,Frozen
VP069504,Fitness
BJ071974,Sports
XP059026,Meat
MZ059755,Snacks
VJ044865,Frozen Meals
JA054648,Beauty
IT060395,Prepared Foods
HQ099406,Frozen Foods
LY095086,Toys
RK016062,Seafood
VQ077263,Frozen
JJ088756,Bottoms
GL049016,Snacks
HU076125,Fitness
EQ042956,Toys
XF021035,Condiments
PD029610,Electronics
GV013637,Home Appliances
NL024977,Furniture
CA010518,Travel
ON036523,Soups
BJ071974,Frozen Foods
PC005521,Condiments
RV066355,Cooking Oil
ET081928,Snacks
VZ013231,Kitchen
IE078913,Home
NL063938,Home
IN017659,Sauces
MG062062,Pasta
NS050281,Produce
GD051430,Bakery
RP069641,Kitchen
RL033705,Snacks
GQ074380,Accessories
QP039114,Fitness
AR080205,Music
HH019414,Oils & Vinegars
SO014368,Home
LR010971,Condiments
MQ026669,Accessories
RJ028775,Snacks
OA095700,Frozen Food
GH044368,Snacks
LT061731,Smart Home
IR005341,Fitness
NL063938,Salads
LO011592,Kitchen
AC065424,Garden
XP059026,Kitchen
YG065949,Bakery
XW065274,Pets
BK006338,Canned Goods
UJ056106,Baking Goods
ZD091276,Pasta
RH078718,Produce
NI003473,Frozen Foods
HU076125,Dairy
AP095673,Bakery
OC007575,Garden
PV023147,Home
GD051430,Canned Goods
QN014838,Snacks
CM032751,Accessories
FB065898,Beverages
WM098875,Unknown
XS071006,Jumpsuits
EP001992,Snacks
FG094679,Sauces
BC098676,Electronics
JJ088756,Frozen Food
WU037718,Audio
WI001306,Snacks
ON048367,Outerwear
LT063474,Kitchen
QP093451,Electronics
QJ086664,Meat
GT004985,Meat
CV050185,Grains
EC082879,Electronics
IK076547,Baby
QP093451,Kitchen
LH034480,Accessories
EY021607,Accessories
OH082802,Snacks
AG018641,Dried Fruits
HU076125,Pets
TM070339,Kitchen
AI061783,Outdoor
UI012965,Electronics
UD042022,Produce
EG051605,Footwear
PN010412,Health
LZ016012,Electronics
BJ071974,Bicycles
PB056769,Beverages
MZ028353,Bottoms
LH043536,Electronics
CJ007867,Jumpsuits
PB063442,Soups
EY021607,Beverages
UE086249,Health
RG074102,Pets
TI096309,Art Supplies
PC066841,Audio
OA095700,Clothing
IN017659,Smart Home
ZN096535,Pasta
MG062062,Canned Goods
CT082216,Beverages
IW074591,Electronics
VY088461,Snacks
TD022773,Beverages
AU020860,Sauces
HS084179,Bathroom
ZZ038073,Outdoor
SG039360,Canned Goods
WE022231,Condiments
AK047185,Frozen Food
VY088461,Accessories
ZZ038073,Meat
AZ097587,Bakery
RU058520,Electronics
CS092679,Electronics
QV089026,Frozen
AU020860,Outdoor
QP011273,Kitchen
UT094280,Accessories
GU068229,Toys
PH033131,Beverages
BW070185,Snacks
ON085793,Outdoor
HU076125,Meat & Poultry
FB065898,Seafood
CP050234,Snacks
YX078642,Condiments
AC032117,Home
RJ028775,Outdoor
BJ071974,Automotive
HH062390,Meat
JX027350,Garden
FB057385,Home
FH015492,Frozen Meals
GL001659,Salads
TK000744,Pets
HS084179,Home
VW049815,Fitness
YZ074670,Kitchen
EQ091946,Outdoor
WV028647,Art Supplies
QJ086664,Home Appliances
OO095727,Home
ZO077373,Automotive
VH068058,Outdoor
KF007013,Sauces
XH062520,Kitchen
VB070907,Home Appliances
CS062668,Meat
UF084710,Seafood
XI060063,Pasta
EH003110,Home
WX069469,Bakery
UQ060377,Kitchen
VH068058,Salads
YK006641,Footwear
AM053527,Soups
RZ091372,Snacks
WI001306,Audio
TI096309,Home
VG072993,Photography
KI071073,Kitchen
SC091752,Kitchen
TI096309,Pasta
XH062520,Canned Goods
CS062668,Produce
CX029462,Photography
DO001772,Outdoor
CM032751,Snacks
PK032320,Dairy
FY080136,Beverages
QP093451,Frozen Foods
BT027523,Outdoor
HF000394,Accessories
BW040945,Kitchen
VP069504,Garden
RV043501,Outdoor
GI077536,Kitchen
WE022231,Tools
ZV019823,Condiments
RO013242,Condiments
OA095700,Canned Goods
RO013242,Cheese
PN010412,Home
FQ069496,Garden
TP022524,Frozen Desserts
DU007963,Produce
TM070339,Outdoor
WG067728,Grains
TM070339,Sauces
FB065898,Frozen Food
WQ052828,Pasta
LQ014108,Snacks
HG027398,Breakfast
IM018779,Outdoor
JK073255,Sauces
OH082802,Frozen
MX029359,Grocery
HT054255,Garden
CY070612,Condiments
FO087533,Canned Goods
IA056476,Health
GD051430,Snacks
YC083120,Breakfast
RW041477,Sauces
KW041893,Pets
YX078642,Outdoor
PL062395,Fitness
LR010971,Home
YR022592,Kitchen
UX079399,Home
EB064981,Toys
CT082216,Home
ZE046661,Pets
BB034030,Kitchen
WG067728,Meat
HY047879,Pets
CG060898,Snacks
BH051558,Tops
FB065898,Dairy
FR022820,Beverages
KE097740,Frozen Foods
HY047879,Outdoor
TD022773,Seafood
PI013145,Snacks
ZT062653,Frozen Vegetables
WW058734,Pasta
ON048367,Electronics
ZU044069,Home
CZ054222,Pasta
CP050234,Cooking Oil
IW074591,Activewear
ZD091276,Home
EB064981,Outdoor
TU039036,Photography
SJ097729,Condiments
DI067107,Pasta
DP081891,Bakery
PC066841,Bakery
BD074505,Prepared Foods
NF066979,Garden
LJ093742,Dips
EE025228,Nuts
XH062520,Snacks
DU007963,Frozen Foods
OK062011,Outdoor
RV066355,Home Security
CN044542,Electronics
ES011889,Snacks
IT060395,Beverages
MJ019298,Shirts
TP022524,Outdoor
IA056476,Unknown
YE056156,Kitchen
PC066841,Garden
XB095293,Travel
HC025261,Snacks
EC073665,Frozen Food
IK076547,Canned Goods
LV083814,Household
HL006234,Kitchen
OI064452,Canned Goods
XW065274,Canned Goods
KI039617,Home
AC082690,Smart Home
IO007481,Outdoor
CX034161,Gaming
VN077787,Frozen Foods
KX038689,Condiments
SV087663,Bicycles
GT094069,Frozen Foods
ZR069261,Meat
YG065949,Fitness
KF020921,Garden
IU068896,Beverages
OX028733,Accessories
HL006234,Footwear
PV023147,Office
EO027251,Bakery
DE053807,Vegetables
MQ028717,Electronics
VQ012259,Bathroom
OF068322,Beverages
XQ042731,Garden
BT027523,Home
PC066841,Outdoor
FV080737,Frozen Foods
UG081307,Kitchen
FR010822,Kitchen
QC015889,Activewear
FQ012040,Beverages
RU014698,Pets
MU027586,Condiments
OR048214,Produce
ZJ097568,Condiments
YG065949,Home
QV089026,Soups
YD055268,Grains
IZ050669,Frozen Food
LZ016012,Kitchen
ZU044069,Baked Goods
BS041004,Garden
CI029431,Garden
GL088865,Frozen Foods
DN065667,Fitness
PH007244,Desserts
AK052576,Jams & Jellies
WH063347,Baking
UZ041116,Books
UQ033256,Photography
VY028571,Produce
BP009480,Kitchen
SX073160,Home
DB016992,Snacks
NA063350,Soups
IC043400,Snacks
CE049433,Cooking Kits
SZ028845,Toys
QX063911,Snacks
KJ087516,Toys
YC086368,Frozen Foods
FS025615,Tops
EU081196,Kitchen
OI044600,Pants
TE085685,Health
BQ000218,Bakery
JU097456,Condiments
AN067903,Snacks
SA018814,Kitchen
UD018779,Canned Goods
DH029445,Wearable Tech
XU003449,Condiments
WS048825,Safety
XT079740,Pets
IY088933,Frozen Foods
FR097644,Pets
AH010274,Garden
WB038596,Home
EH082528,Baking Goods
VA068865,Fresh Produce
KF095712,Audio
AW002721,Pets
XL007458,Snacks
HS079253,Prepared Meals
ZM067254,Home Improvement
QU064323,Shirts
GZ075930,Condiments
XA015610,Home
QG032787,Smart Home
BH069063,Frozen Foods
GT096217,Smart Home
NL026223,Kitchen
VL086290,Baking
VA096935,Electronics
AI087863,Seasonings
WF009587,Snacks
SJ036890,Breakfast Foods
ET028434,Frozen
PA056440,Produce
IF065494,Breakfast
HD049219,Frozen Foods
ZU040871,Produce
VR073461,Toys
DN090133,Wearable Tech
UB099492,Meat
KV079867,Dairy
VX036428,Snacks
TB042465,Unknown
FM007562,Fruits
IR090467,Kitchen
YJ015564,Bottoms
GF046966,Shirts
EN095499,Cereal
NN085761,Health
FM038251,Grains
FP094467,Toys
BO084720,Frozen Foods
UP072366,Breakfast
PD057509,Home
JK054984,Garden
MU012349,Fitness
GN005894,Bakery
KS085086,Canned Goods
PI058311,Baking
UB091894,Toys
NU019767,Dairy
ZV090686,Outdoor
IR042162,Outerwear
QY014273,Sides
GI052318,Smart Home
HX004230,Canned Goods
VS020667,Home
ED077243,Kitchen
LS079402,Condiments
JW035277,Condiments
WY083017,Dairy
JF074393,Accessories
QO037228,Beauty
KZ037486,Garden
QS051387,Kitchen
AB038835,Grains
LW093996,Breakfast
JX021513,Produce
QP035792,Prepared Meals
ZF067165,Toys
SV026652,Canned Soups
RR095548,Home
EN046189,Snacks
ME013240,Bottoms
GH031815,Outdoor
OA021360,Bakery
VP039957,Footwear
JC078143,Beverages
QJ084755,Unknown
MN070519,Snacks
TS055510,Electronics
WQ043317,Cereal
YV090940,Tops
DN003667,Shoes
ZU012906,Baked Goods
QO078955,Condiments
PC098340,Meat
SD067440,Beverages
LB002042,Frozen Foods
VN016029,Kitchen
PH066906,Baking
QS013205,Kitchen
JD000821,Toys
PV010035,Pantry
EP091516,Snacks
LG075926,Toys
LA010216,Accessories
EE091486,Books
IE054962,Condiments
ZA078978,Snacks
JZ045419,Canned Goods
CY035064,Cereal
NP082528,Home
AP043204,Sauces
AD018781,Art Supplies
LS042628,Outdoor
JO021400,Frozen Vegetables
WY045209,Bakery
JT099759,Snacks
YA023094,Outdoor
LT091754,Automotive
WB006787,Fitness
JX052250,Condiments
HK012695,Vegetables
XS079360,Condiments
MZ022736,Meal Kits
LZ099567,Snacks
XQ061161,Kitchen
ZE028699,Fitness
BG067938,Snacks
PC009344,Audio
GI045942,Dairy
YR079674,Toys
AV098482,Frozen
RN011633,Kitchen
RV027833,Kitchen
KW047861,Kitchen
TL082440,Snacks
GW030557,Photography
XM073152,Meat
SO064414,Garden
XH089973,Pets
ML099661,Condiments
AT000491,Office
ZG086891,Snacks
MM030737,Kitchen
PJ007525,Salads
AA082538,Canned Goods
IJ087400,Electronics
RL011860,Pets
OJ054177,Pets
QJ021663,Frozen Meals
CI063538,Office
KG094838,Breakfast
XM072486,Unknown
QD064688,Outdoor
RV090685,Fitness
FI092285,Produce
HY027178,Prepared Foods
ZD013772,Dairy Alternatives
QI072534,Baking
CX085558,Baking
HZ067276,Outerwear
YI090050,Fruits
ZH095564,Salads
JB087618,Pets
ZO047287,Grains
XQ010209,Beverages
YY051280,Condiments
FH011340,Canned Goods
IE022809,Condiments
GF053527,Bakery
QB068412,Outdoor
FP036501,Grains
VL010206,Office
SD046454,Fruits
RI080002,Home Appliances
QE008063,Frozen Foods
FF013421,Books
EO019371,Frozen Foods
HV092307,Health
EW049219,Soups
VK070740,Sides
QI022646,Snacks
MT040981,Kitchen
UM016492,Kitchen
ZN094457,Electronics
VJ072782,Outdoor
WP022841,Condiments
YZ016769,Audio
IS060028,Fitness
SD004526,Pets
GC074723,Home
UI038425,Snacks
WP034593,Unknown
DL090299,Home
KO035342,Home
BY044939,Activewear
LZ099384,Electronics
ME002547,Fitness
CI065519,Kitchen
RS003675,Kitchen
MX081831,Kitchen
AH075428,Seafood
CW018722,Pasta
MC009367,Prepared Meals
SC094075,Snacks
SH096153,Unknown
RE017445,Fitness
MZ024523,Toys
WR060165,Fitness
SW004365,Outerwear
XV071063,Dairy
LQ081891,Beauty
DV044743,Kitchen
IA068747,Meat Substitutes
HL011929,Desserts
OV004753,Produce
LD007414,Condiments
KQ085722,Meat & Seafood
RK059956,Health
NQ088316,Frozen Meals
KJ085718,Produce
NL045895,Condiments
NY046491,Meat
IG031604,Fitness
EY065647,Electronics
VL043658,Meat
WN063128,Meat Alternatives
JK033717,Kitchen
OO034407,Beverages
TY009287,Snacks
VC000359,Beverages
WW007177,Outdoor
OW060749,Office
RS009019,Canned Goods
LJ044431,Meat
NM096136,Baking Goods
CW016254,Frozen Foods
CV078630,Outdoor
YI027655,Home Appliances
BK071541,Snacks
HW017159,Frozen Foods
MA036960,Condiments
UI094785,Travel
MN066756,Outdoor
GI084101,Salads
XO053297,Fitness
AZ025752,Grocery
AF097977,Bakery
WU034546,Condiments
HA092975,Prepared Meals
VU020909,Home
RI085142,Health
JV045570,Smart Home
TL081462,Bakery
FN031412,Dairy
NI063910,Canned Goods
DB076382,Baking
KQ078847,Canned Goods
UP023658,Snacks
NC044531,Kitchen
DV062734,Outerwear
GZ036067,Fitness
PS055550,Canned Goods
IQ013717,Garden
OL090076,Kitchen
CI047459,Beverages
CN026558,Gaming
PS072484,Photography
XC052104,Dairy Alternatives
BH049839,Bottoms
LJ052052,Kitchen
CI094569,Dairy
ZN054007,Bakery
PU001485,Salads
FR055265,Home
MB001039,Tops
GU043275,Pets
ZJ082434,Pets
YP002686,Frozen
UX080507,Accessories
QE055204,Wearable Tech
YU021796,Health
QO045038,Outdoor
LV044689,Pets
AU098362,Pants
BP049300,Seafood
NB042671,Sweaters
YL083482,Clothing
RJ089647,Salads
SI044225,Health
ZF096387,Tops
UG025616,Outdoor
BG008323,Kitchen
BS070916,Cheese
KM002501,Footwear
QE036054,Condiments
PX056703,Breakfast
PI091780,Fitness
LS003096,Dairy
YG067723,Sauces
IV014356,Dairy
NS010036,Kitchen
LT013497,Snacks
DV092909,Home Security
ZI048667,Kitchen
TH064321,Audio
YN069292,Frozen Meals
JP001928,Condiments
OI031521,Snacks
HV046457,Accessories
IX090844,Frozen Foods
RO048401,Home
SP051385,Spices
NI013452,Unknown
ME044653,Spices
SK023909,Pets
EH033381,Accessories
XD031860,Snacks
UG032828,Snacks
MT015986,Accessories
JS088212,Condiments
LE068160,Seafood
VZ070354,Beauty
EV094862,Canned Goods
CC017502,Condiments
KZ002772,Accessories
QV077520,Grains
BH038149,Fresh Produce
VU087736,Pets
ZQ067022,Produce
RZ076572,Snacks
YZ017964,Home
VG068486,Frozen Foods
BU040408,Home
YH085602,Home
SX036007,Desserts
BP082562,Fitness
VO004755,Frozen Foods
HZ072092,Pets
JZ035822,Office
VX097799,Shoes
ZC082059,Fitness
TL074129,Storage
QT000911,Frozen Foods
EN019067,Home Appliances
VF019448,Baking & Cooking
UZ034387,Health
QX002232,Fitness
SJ061629,Breakfast
HH054944,Pets
GT096470,Meat
LS092336,Condiments
IO065243,Frozen Foods
UO091520,Beverages
JQ001839,Photography
PQ058676,Beverages
VE074010,Fitness
WQ091942,Sauces
KB037055,Kitchen
EQ064556,Home
DB021569,Kitchen
FT095862,Prepared Meals
OJ022123,Electronics
AB074660,Snacks
LE027990,Pets
SK022778,Kitchen
JA032813,Sauces
XC022001,Accessories
QD046275,Snacks
KF073024,Condiments
EA005155,Snacks
IL069417,Kitchen
KV088861,Tools
LN034992,Baking
DF046235,Kitchen
ZE011803,Nuts
TU073068,Frozen Foods
WG051063,Snacks
JX029371,Snacks
PS067306,Health
GJ001492,Pets
QJ071404,Accessories
TE030347,Unknown
WB049391,Bakery
UY018382,Unknown
TG057602,Pasta
QX050839,Frozen Foods
XL046143,Baking
EC090021,Dairy
GF041209,Spices
JF083749,Outdoor
TU074939,Nuts
EL037090,Breakfast
AS015367,Clothing
ST035959,Home
TL083347,Kitchen
AF034110,Accessories
CU013761,Kitchen
SI046944,Dresses
BS026664,Frozen Foods
XX070821,Home
CX005224,Soups
RL034984,Home Appliances
KX025693,Garden
LN011008,Electronics
EM067008,Home
NG020450,Cereals
XY049960,Swimwear
MN038291,Kitchen
SQ049139,Meat & Poultry
RU015049,Pets
YN041788,Home
JL015551,Bakery
ZR051351,Kitchen
FQ032516,Condiments
TA052822,Outdoor
RA003065,Home
NM046131,Dairy
QR090275,Frozen Foods
UD011052,Frozen Food
MQ043869,Outerwear
DB097734,Beverages
RO095078,Garden
FL074786,Beverages
AN085942,Frozen
RE042279,Spices
HK078634,Snacks
WU013141,Home
BS057899,Accessories
QU063405,Unknown
TW093604,Kitchen
MR095329,Bakery
WL003899,Outdoor
TZ090696,Smart Home
DK038977,Pets
NK053121,Snacks
QB036725,Grains
AM073109,Kitchen
MW039222,Electronics
LS090282,Health
WV063124,Garden
MH026245,Outdoor
AN081634,Toys
WU087373,Sides
HU045910,Salads
UG008536,Kitchen
TP046021,Pets
VM084376,Toys
BY049665,Snacks
AF017188,Fitness
HO048936,Outdoor
ZA002390,Frozen
GA068521,Baking
BA026810,Baking
SO087613,Kitchen
WK090872,Canned Goods
WG036845,Kitchen
YC099806,Accessories
UK036265,Household
TU015086,Pasta
JB026149,Photography
AI044009,Dairy
IC017936,Sauces
WW087372,Outdoor
OF045597,Dried Fruits
KJ075692,Kitchen
BS010703,Frozen Foods
EN033438,Outdoor
DW090329,Produce
WQ060846,Canned Goods
DN039457,Baking Goods
RW034168,Outdoor
WM079673,Produce
QV062124,Frozen Desserts
HJ084432,Kitchen
DK076764,Garden
SY096175,Baking
EW029525,Condiments
NQ020744,Frozen
QP077767,Home
WC079370,Snacks
AO056559,Canned Goods
LZ065481,Bottoms
WS020835,Dips
IJ013623,Grains
DU051225,Meat
CP059861,Meat
IB095742,Kitchen
XV048353,Frozen
EP087185,Garden
QU051988,Toys
LQ038103,Garden
TG020394,Soups
SZ017967,Bakery
ZL056734,Prepared Foods
LO057816,Fitness
VP097402,Frozen Foods
SE067568,Outdoor
ED095013,Kitchen
IO069467,Beverages
YB039700,Kitchen
HD021639,Snacks
YF052418,Dairy
IF091301,Accessories
CA030014,Frozen Desserts
KL011759,Frozen Foods
NH025052,Accessories
KH007298,Meat
PH057022,Meat
PO077775,Snacks
CI017444,Dressings
VT003037,Fresh Produce
XC043999,Health
PR057862,Health
OF024277,Outerwear
EP021456,Home
RJ066844,Photography
AV065219,Electronics
SI068476,Kitchen
DL034385,Oils
FL023278,Kitchen
BJ073424,Kitchen
MK066395,Outdoor
VC003532,Toys
PH086509,Produce
KG041505,Home
HM012289,Snacks
AD059958,Outdoor
QS084537,Snacks
IS015519,Pets
FR021285,Art Supplies
US072454,Soups
RL060468,Garden
AU023934,Electronics
ZI021823,Electronics
KU005991,Snacks
OM008296,Condiments
SV005615,Bathroom
AJ061734,Office
TG095455,Kitchen
SP096030,Home
ET004017,Kitchen
MG026043,Accessories
JE057396,Snacks
HC096070,Home
TG062645,Outdoor
PJ085186,Vegetables
GE022306,Snacks
NL099390,Kitchen
RS095407,Frozen Food
CM082127,Kitchen
FL084788,Audio
ZX017435,Frozen Foods
EO052867,Electronics
AT088944,Kitchen
MI037927,Breakfast
CT084027,Frozen Foods
ZJ021956,Outdoor
CD061254,Meat
JP088931,Condiments
CZ067107,Condiments
RF084560,Fitness
CQ022087,Electronics
XH090657,Condiments
XR071846,Accessories
RR093510,Meal Kits
CI010391,Condiments
GK053203,Kitchen
DR024486,Kitchen
KR019011,Frozen
PZ030403,Home
DX029578,Bakery
EG048663,Seafood
XW023270,Bottoms
VR088895,Garden
UY036912,Outdoor
GK047288,Breakfast
SJ047155,Coats
AM064814,Home
SH009313,Breakfast
YB018580,Grains
KS028608,Dairy
ZI042465,Kitchen
PD082916,Soups
ZL019007,Bakery
DX069523,Snacks
XH053400,Snacks
KY059035,Fitness
NX047194,Canned Goods
EQ010194,Condiments
OB023934,Frozen
GG019073,Art Supplies
ID021245,Toys
BS042116,Kitchen
WY025631,Toys
PA071665,Tops
QY078216,Unknown
TQ082968,Kitchen
YN034298,Household
CE014812,Cooking Oil
SX049075,Outdoor
XY076155,Accessories
ZL030303,Condiments
VI051655,Fitness
TA012491,Beverages
IN043957,Condiments
OY004702,Condiments
VT041647,Prepared Foods
WB009533,Fitness
KI094688,Snacks
CU071854,Frozen Fruits
RA032562,Outdoor
GS069537,Grains
BY030770,Condiments
NF082625,Accessories
HS044934,Frozen Food
WK093304,Baby
UZ040918,Accessories
WJ019782,Beverages
UZ076560,Office
AF024347,Pasta
OR072982,Health
LF028884,Cereals
ZF079304,Frozen Food
IG069030,Dairy
UW010822,Meat
BX022744,Dairy
JN055575,Seafood
DZ016748,Fitness
DR037101,Breakfast
QZ002163,Frozen Foods
YK016460,Vegetables
FX038830,Canned Goods
RF029189,Canned Goods
RM072522,Frozen Food
RO040855,Office
JH052440,Cooking Oil
HA080961,Kitchen
OU089821,Baking
AD083635,Office
CW016433,Tops
RH011239,Snacks
ZK053653,Outerwear
KV009154,Outdoor
CR067815,Oils
NW039485,Electronics
AY051077,Seafood
YS026380,Home
IV041788,Beverages
DK001668,Kitchen
BR053493,Snacks
NC052725,Seafood
XS092609,Kitchen
BO009976,Food
DB010075,Art Supplies
EN013639,Kitchen
YK067421,Beauty
GR072673,Automotive
AT048650,Meat
IY067082,Frozen Foods
PM056793,Salads
CW073149,Outdoor
YQ007841,Canned Goods
BL011113,Home
PJ011998,Outdoor
AS043138,Breakfast
LO024035,Pets
HE070720,Automotive
HL001077,Dresses
EQ089119,Snacks
PH063336,Frozen
LJ033056,Dairy
RW089837,Electronics
SI088459,Baking
VR051350,Pasta
VE086928,Breakfast
OT013835,Furniture
ME043549,Condiments
VK056252,Audio
UF055418,Home
JF099033,Garden
AW002047,Oils & Vinegars
GO094855,Home
OL049276,Salads
KQ076140,Kitchen
BE082748,Home Appliances
HU036278,Tools
ZM021102,Shirts
LC014602,Beverages
PL016726,Kitchen
WA007289,Frozen Desserts
TN058879,Coats
AV018732,Pets
MR008619,Sauces
NF030175,Fitness
JP043087,Oils
JW062283,Fresh Produce
MX049795,Kitchen
FE047073,Toys
QY002140,Unknown
RA091047,Vegetables
YS067405,Toys
EZ009057,Photography
XX075943,Pets
PM034368,Seafood
BK015080,Outerwear
TW062342,Breakfast
MQ020532,Snacks
AJ085543,Canned Goods
CW032337,Produce
VE080396,Accessories
WR046326,Breakfast
FZ044713,Produce
JI086277,Condiments
QX065634,Music
QO065192,Home
QA041170,Accessories
HT085599,Accessories
HC068443,Snacks
KC056599,Outdoor
VJ000001,Soups
MN007485,Outdoor
FF006327,Condiments
RP074096,Fitness
PH000245,Condiments
NZ068648,Pets
VG097676,Baking Goods
JC013865,Fitness
RL058947,Beauty
GI087756,Produce
VM011804,Outdoor
OZ002368,Bicycles
RY005763,Dairy
NH018056,Clothing
BN005945,Outdoor
KS039229,Home
VL040439,Footwear
PA042559,Meat
YC040963,Outdoor
AK085492,Fitness
KB089121,Garden
AB044536,Cereals
DN044433,Bakery
SX063057,Seafood
ER098297,Sides
CI080198,Fresh Produce
RB048603,Meat
NI023873,Art Supplies
PE010871,Snacks
XS051911,Grains
NT046611,Kitchen
PM002111,Kitchen
TS065559,Garden
ZT008738,Kitchen
FF034657,Audio
QS080730,Home
